Tag_Number,Release_Da,Latitude,Longitude,Species_Na,Length,Weight,Latitude_F,Longitude_
B094979,4/13/19,33.52S,151.27E,STRIPED MARLIN,0.00000000,75.00000000,-33.83333333,151.41666667
B118311,2/12/16,34.02S,151.31E,BLUE MARLIN,206.00000000,220.00000000,-34.00000000,151.50000000
B082174,1/26/15,36.14S,150.20E,STRIPED MARLIN,200.00000000,60.00000000,-36.25000000,150.33333333
B103008,3/7/15,35.32S,150.43E,STRIPED MARLIN,0.00000000,70.00000000,-35.50000000,150.75000000
B126216,1/11/18,31.09S,153.01E,BLACK MARLIN,0.00000000,40.00000000,-31.16666667,153.00000000
B122336,4/22/17,30.11S,153.39E,BLUE MARLIN,0.00000000,150.00000000,-30.16666667,153.66666667
B139942,1/12/18,31.05S,153.03E,BLACK MARLIN,110.00000000,15.00000000,-31.08333333,153.08333333
B130688,2/25/17,33.03E,152.25S,BLUE MARLIN,210.00000000,110.00000000,-33.08333333,152.41666667
B073590,2/4/12,33.02S,152.26E,STRIPED MARLIN,225.00000000,85.00000000,-33.00000000,152.41666667
B074369,2/11/12,33.02S,152.25E,STRIPED MARLIN,0.00000000,85.00000000,-33.00000000,152.41666667
B082918,2/25/18,33.00S,152.23E,STRIPED MARLIN,0.00000000,80.00000000,-33.00000000,152.41666667
B095802,12/31/15,33.02S,152.25E,STRIPED MARLIN,0.00000000,90.00000000,-33.00000000,152.41666667
B181072,1/15/23,33.34S,151.36E,STRIPED MARLIN,190.00000000,55.00000000,-33.58333333,151.58333333
S196275,8/4/07,34.00S,151.36E,MAKO SHARK,0.00000000,60.00000000,-34.00000000,151.58333333
A350941,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,40.00000000,2.00000000,-35.16666667,151.08333333
A250233_1,5/2/19,29.26S,153.23E,SPANISH MACKEREL,120.00000000,13.00000000,-29.41666667,153.41666667
S180440,3/26/00,36.29S,150.15E,STRIPED MARLIN,0.00000000,80.00000000,-36.50000000,150.25000000
B012045,2/25/07,37.14S,150.20E,STRIPED MARLIN,210.00000000,60.00000000,-37.25000000,150.33333333
S145485,1/27/17,30.21S,153.16E,HAMMERHEAD SHARK,150.00000000,40.00000000,-30.33333333,153.25000000
S203517,1/8/05,31.03S,153.14E,BLACK MARLIN,0.00000000,50.00000000,-31.08333333,153.25000000
B036139,2/22/09,32.58S,152.28E,STRIPED MARLIN,183.00000000,80.00000000,-33.00000000,152.50000000
A497854,10/5/08,34.01S,151.44E,YELLOWFIN TUNA,70.00000000,10.00000000,-34.00000000,151.75000000
S95471,11/28/04,33.58S,151.33E,MAKO SHARK,250.00000000,75.00000000,-34.00000000,151.58333333
A527902,7/17/11,35.59S,150.39E,ALBACORE,0.00000000,5.00000000,-36.00000000,150.66666667
S161624,3/20/00,32.30S,152.25E,BLACK MARLIN,0.00000000,45.00000000,-32.50000000,152.41666667
B025377,3/25/07,32.21S,152.33E,BLACK MARLIN,0.00000000,30.00000000,-32.33333333,152.58333333
A268574,3/11/02,35.45S,150.28E,STRIPED MARLIN,0.00000000,90.00000000,-35.75000000,150.50000000
A323616,3/2/02,35.45S,150.28E,STRIPED MARLIN,240.00000000,90.00000000,-35.75000000,150.50000000
S168227,3/28/03,35.43S,150.30E,STRIPED MARLIN,0.00000000,75.00000000,-35.75000000,150.50000000
B002161,2/2/06,36.15S,150.18E,STRIPED MARLIN,0.00000000,65.00000000,-36.25000000,150.33333333
S172572,2/23/02,32.54S,152.34E,BLUE MARLIN,200.00000000,90.00000000,-32.91666667,152.58333333
S210789,2/10/07,32.54S,152.34E,STRIPED MARLIN,0.00000000,90.00000000,-32.91666667,152.58333333
B015691,2/25/06,33.04S,152.28E,BLACK MARLIN,0.00000000,0.00000000,-33.08333333,152.50000000
S194807,2/1/03,33.05S,151.48E,STRIPED MARLIN,0.00000000,70.00000000,-33.08333333,151.83333333
S176641,4/10/00,33.05S,151.38E,WHALER SHARK,80.00000000,5.00000000,-33.08333333,151.66666667
A343696,11/11/00,35.11S,151.03E,YELLOWFIN TUNA,55.00000000,5.00000000,-35.16666667,151.08333333
A394101,2/1/02,34.53S,151.06E,DOLPHINFISH,60.00000000,2.00000000,-34.91666667,151.08333333
A385170,3/28/05,36.29S,150.15E,YELLOWFIN TUNA,0.00000000,6.00000000,-36.50000000,150.25000000
B009995,1/28/06,36.29S,150.15E,STRIPED MARLIN,0.00000000,100.00000000,-36.50000000,150.25000000
D007397,4/13/08,37.12S,150.06E,YELLOWFIN TUNA,85.00000000,0.00000000,-37.16666667,150.08333333
S1248754,2/17/05,32.54S,152.34E,STRIPED MARLIN,0.00000000,90.00000000,-32.91666667,152.58333333
B080942,1/4/14,33.44S,151.24E,STRIPED MARLIN,160.00000000,80.00000000,-33.75000000,151.41666667
B112450,1/27/17,36.15S,150.18E,STRIPED MARLIN,230.00000000,90.00000000,-36.25000000,150.33333333
B124207,2/10/18,35.04S,151.01E,BLACK MARLIN,230.00000000,120.00000000,-35.08333333,151.00000000
B079994_1,2/8/14,30.52S,153.06E,BLACK MARLIN,180.00000000,55.00000000,-30.83333333,153.08333333
B092190,5/16/14,30.08S,153.30E,STRIPED MARLIN,203.00000000,80.00000000,-30.16666667,153.50000000
B068023,2/25/11,32.54S,152.33E,BLUE MARLIN,220.00000000,115.00000000,-32.91666667,152.58333333
B084372,2/12/14,33.03S,152.25E,BLACK MARLIN,0.00000000,60.00000000,-33.08333333,152.41666667
B068810,2/5/12,33.02S,152.26E,STRIPED MARLIN,0.00000000,120.00000000,-33.00000000,152.41666667
B105311,2/22/15,33.01S,152.25E,STRIPED MARLIN,235.00000000,90.00000000,-33.00000000,152.41666667
B128380,4/8/16,33.01S,152.26E,STRIPED MARLIN,0.00000000,70.00000000,-33.00000000,152.41666667
S187675,2/3/02,33.27S,151.40E,STRIPED MARLIN,200.00000000,90.00000000,-33.41666667,151.66666667
B025450,2/4/07,33.53S,151.23E,BLACK MARLIN,200.00000000,104.00000000,-33.91666667,151.41666667
A612817,1/8/17,33.35S,151.34E,DOLPHINFISH,64.00000000,2.00000000,-33.58333333,151.58333333
S151931,3/9/02,35.43S,150.30E,STRIPED MARLIN,0.00000000,50.00000000,-35.75000000,150.50000000
A342928,1/14/00,35.45S,150.38E,STRIPED MARLIN,0.00000000,100.00000000,-35.75000000,150.66666667
B178351,3/27/21,36.17S,150.20E,STRIPED MARLIN,0.00000000,90.00000000,-36.25000000,150.33333333
S188904,2/27/16,32.41S,152.15E,HAMMERHEAD SHARK,0.00000000,30.00000000,-32.66666667,152.25000000
A389660,3/12/02,30.53S,153.05E,HAMMERHEAD SHARK,160.00000000,40.00000000,-30.91666667,153.08333333
S171856,3/3/01,32.42S,152.37E,BLACK MARLIN,0.00000000,70.00000000,-32.66666667,152.58333333
S199102,3/13/04,32.42S,152.42E,STRIPED MARLIN,0.00000000,80.00000000,-32.66666667,152.66666667
S1777636,2/27/01,32.49S,152.41E,BLUE MARLIN,0.00000000,120.00000000,-32.83333333,152.66666667
B013690,2/4/06,33.04S,152.28E,SHORTBILL SPEARFISH,0.00000000,15.00000000,-33.08333333,152.50000000
B047439,2/11/18,33.02S,152.25E,STRIPED MARLIN,210.00000000,60.00000000,-33.00000000,152.41666667
S257265,4/20/16,34.35S,151.09E,WHALER SHARK,107.00000000,6.00000000,-34.58333333,151.16666667
A501398,10/6/08,35.47S,150.45E,ALBACORE,0.00000000,3.00000000,-35.75000000,150.75000000
A512700,11/9/08,35.55S,150.32E,ALBACORE,79.00000000,10.00000000,-35.91666667,150.50000000
A445752,10/22/05,35.11S,151.03E,YELLOWFIN TUNA,70.00000000,8.00000000,-35.16666667,151.08333333
A530098,7/1/11,36.38S,150.29E,SOUTHERN BLUEFIN TUNA,85.00000000,20.00000000,-36.66666667,150.50000000
A453843,4/8/05,36.55S,150.21E,YELLOWFIN TUNA,90.00000000,10.00000000,-36.91666667,150.33333333
B181328,2/26/23,32.24S,152.34E,BLACK MARLIN,140.00000000,25.00000000,-32.41666667,152.58333333
D000025,4/3/04,33.57S,151.23E,DOLPHINFISH,48.00000000,1.00000000,-33.91666667,151.41666667
S174398,10/5/03,33.53S,151.23E,MAKO SHARK,150.00000000,50.00000000,-33.91666667,151.41666667
D002744,11/9/08,34.47S,151.10E,ALBACORE,60.00000000,6.00000000,-34.75000000,151.16666667
S164667,4/16/00,34.47S,151.11E,WHALER SHARK,0.00000000,0.00000000,-34.75000000,151.16666667
B000611,3/28/03,35.45S,150.28E,STRIPED MARLIN,210.00000000,75.00000000,-35.75000000,150.50000000
B011990,11/7/06,30.22S,153.18E,STRIPED MARLIN,0.00000000,70.00000000,-30.33333333,153.33333333
S192172,3/2/02,32.28S,153.10E,HAMMERHEAD SHARK,150.00000000,50.00000000,-32.50000000,153.16666667
S165878,6/17/00,33.05S,151.48E,TIGER SHARK,0.00000000,40.00000000,-33.08333333,151.83333333
A624231,2/24/23,32.46S,152.24E,DOLPHINFISH,75.00000000,4.00000000,-32.75000000,152.41666667
A356009,11/26/06,35.11S,151.03E,YELLOWFIN TUNA,90.00000000,15.00000000,-35.16666667,151.08333333
A379847,11/9/08,35.11S,151.03E,ALBACORE,50.00000000,5.00000000,-35.16666667,151.08333333
B173396,12/24/20,35.11S,150.57E,STRIPED MARLIN,0.00000000,60.00000000,-35.16666667,150.91666667
A351363,4/9/05,37.05S,150.17E,YELLOWFIN TUNA,60.00000000,6.00000000,-37.08333333,150.25000000
S193596,2/19/04,30.53S,153.03E,BLACK MARLIN,0.00000000,0.00000000,-30.91666667,153.08333333
S140234,9/23/01,30.18S,153.40E,BLUE MARLIN,0.00000000,150.00000000,-30.33333333,153.66666667
B095668,2/15/15,32.23S,152.33E,BLACK MARLIN,0.00000000,30.00000000,-32.41666667,152.58333333
B102929,3/14/15,34.15S,151.25E,BLUE MARLIN,250.00000000,100.00000000,-34.25000000,151.41666667
B118200,1/19/18,36.01S,150.29E,STRIPED MARLIN,225.00000000,75.00000000,-36.00000000,150.50000000
B130821,1/29/17,36.10S,150.22E,STRIPED MARLIN,220.00000000,80.00000000,-36.16666667,150.33333333
B126264,2/3/18,35.10S,150.57E,STRIPED MARLIN,0.00000000,75.00000000,-35.16666667,150.91666667
B082021,1/19/14,32.55S,152.34E,BLACK MARLIN,0.00000000,35.00000000,-32.91666667,152.58333333
B070943,2/17/11,32.55S,152.30E,STRIPED MARLIN,230.00000000,80.00000000,-32.91666667,152.50000000
B094890,2/14/15,33.03S,152.25E,BLACK MARLIN,190.00000000,65.00000000,-33.08333333,152.41666667
B118395,12/31/15,33.03S,152.24E,STRIPED MARLIN,200.00000000,70.00000000,-33.08333333,152.41666667
B079060,2/5/12,33.02S,152.26E,STRIPED MARLIN,0.00000000,80.00000000,-33.00000000,152.41666667
S186224,4/10/02,32.42S,152.27E,STRIPED MARLIN,0.00000000,100.00000000,-32.66666667,152.41666667
S168048,5/21/00,36.17S,150.20E,MAKO SHARK,0.00000000,60.00000000,-36.25000000,150.33333333
B008278,2/24/08,35.11S,151.03E,STRIPED MARLIN,300.00000000,60.00000000,-35.16666667,151.08333333
S179283,4/4/00,36.29S,150.15E,STRIPED MARLIN,0.00000000,70.00000000,-36.50000000,150.25000000
A269435,6/27/09,36.25S,150.22E,ALBACORE,0.00000000,8.00000000,-36.41666667,150.33333333
B015747,1/6/07,31.06S,153.19E,BLUE MARLIN,0.00000000,100.00000000,-31.08333333,153.33333333
S139642,4/24/01,31.33S,152.56E,WHALER SHARK,90.00000000,0.00000000,-31.58333333,152.91666667
A356131,1/24/06,32.54S,152.34E,STRIPED MARLIN,300.00000000,140.00000000,-32.91666667,152.58333333
B002074,3/22/07,32.54S,152.34E,BLACK MARLIN,120.00000000,25.00000000,-32.91666667,152.58333333
S174991,3/19/04,32.54S,152.24E,STRIPED MARLIN,0.00000000,70.00000000,-32.91666667,152.41666667
S197341,2/22/03,33.07S,151.39E,WHALER SHARK,80.00000000,8.00000000,-33.08333333,151.66666667
A520917,4/11/10,33.46S,151.24E,DOLPHINFISH,50.00000000,4.00000000,-33.75000000,151.41666667
A471466,3/22/14,34.06S,151.24E,DOLPHINFISH,65.00000000,0.00000000,-34.08333333,151.41666667
A501537,1/18/14,35.46S,150.35E,DOLPHINFISH,50.00000000,1.00000000,-35.75000000,150.58333333
A482193,10/27/07,35.55S,150.32E,ALBACORE,30.00000000,2.00000000,-35.91666667,150.50000000
S96758,1/14/00,35.02S,150.51E,STRIPED MARLIN,200.00000000,80.00000000,-35.00000000,150.83333333
A512340,2/7/09,30.21S,153.17E,DOLPHINFISH,60.00000000,2.00000000,-30.33333333,153.25000000
S252539,12/17/17,30.12S,153.16E,WHALER SHARK,200.00000000,20.00000000,-30.16666667,153.25000000
A505144,1/7/12,31.28S,153.10E,DOLPHINFISH,130.00000000,9.00000000,-31.50000000,153.16666667
A479743,2/2/08,32.30S,152.40E,YELLOWFIN TUNA,0.00000000,2.00000000,-32.50000000,152.66666667
S166084,5/7/02,33.35S,151.44E,STRIPED MARLIN,0.00000000,120.00000000,-33.58333333,151.75000000
S205388,8/2/09,34.01S,151.39E,MAKO SHARK,160.00000000,60.00000000,-34.00000000,151.66666667
A159135,4/4/05,36.07S,150.24E,STRIPED MARLIN,250.00000000,75.00000000,-36.08333333,150.41666667
A376929,11/16/02,35.11S,151.03E,YELLOWFIN TUNA,0.00000000,5.00000000,-35.16666667,151.08333333
B013622,3/16/06,35.11S,151.03E,STRIPED MARLIN,0.00000000,110.00000000,-35.16666667,151.08333333
A364670,3/16/00,36.29S,150.15E,BLACK MARLIN,0.00000000,90.00000000,-36.50000000,150.25000000
B003010,1/25/04,36.29S,150.15E,STRIPED MARLIN,0.00000000,80.00000000,-36.50000000,150.25000000
D003951,11/12/05,36.55S,150.23E,ALBACORE,50.00000000,5.00000000,-36.91666667,150.41666667
B012107,4/18/09,37.01S,150.14E,STRIPED MARLIN,220.00000000,70.00000000,-37.00000000,150.25000000
B005147,2/8/06,32.54S,152.34E,STRIPED MARLIN,0.00000000,80.00000000,-32.91666667,152.58333333
B029751,2/26/11,33.02S,152.46E,STRIPED MARLIN,200.00000000,96.00000000,-33.00000000,152.75000000
A629489,2/24/21,32.43S,152.28E,DOLPHINFISH,75.00000000,2.00000000,-32.75000000,152.50000000
B080051,2/16/13,35.57S,150.26E,STRIPED MARLIN,0.00000000,85.00000000,-35.91666667,150.41666667
B124156,2/23/17,36.19S,150.19E,STRIPED MARLIN,0.00000000,70.00000000,-36.33333333,150.33333333
B128272,2/12/18,35.08S,151.02E,BLACK MARLIN,250.00000000,120.00000000,-35.16666667,151.00000000
B115422,3/29/15,37.01S,150.18E,STRIPED MARLIN,230.00000000,75.00000000,-37.00000000,150.33333333
B093466,2/20/19,37.15S,150.21E,STRIPED MARLIN,0.00000000,75.00000000,-37.25000000,150.33333333
B084439,1/26/13,32.42S,152.17E,BLACK MARLIN,0.00000000,20.00000000,-32.66666667,152.25000000
S172770,2/9/00,34.00S,151.30E,STRIPED MARLIN,0.00000000,70.00000000,-34.00000000,151.50000000
B194551,3/11/23,36.04S,150.25E,STRIPED MARLIN,210.00000000,70.00000000,-36.08333333,150.41666667
S126205,2/2/02,35.21S,150.42E,STRIPED MARLIN,200.00000000,80.00000000,-35.33333333,150.66666667
B000670,1/22/05,35.11S,151.03E,STRIPED MARLIN,0.00000000,70.00000000,-35.16666667,151.08333333
S131382,1/24/01,35.06S,150.59E,BLUE SHARK,200.00000000,80.00000000,-35.08333333,151.00000000
A379767,1/31/03,35.01S,150.51E,YELLOWFIN TUNA,60.00000000,15.00000000,-35.00000000,150.83333333
S205275,2/18/06,32.54S,152.34E,BLACK MARLIN,0.00000000,60.00000000,-32.91666667,152.58333333
B025321,2/26/12,33.00S,152.28E,STRIPED MARLIN,225.00000000,75.00000000,-33.00000000,152.50000000
A291973,2/25/01,33.06S,152.07E,DOLPHINFISH,60.00000000,1.00000000,-33.08333333,152.08333333
S193539,2/9/03,33.09S,152.02E,STRIPED MARLIN,0.00000000,90.00000000,-33.16666667,152.00000000
B029890,3/1/09,32.47S,152.28E,STRIPED MARLIN,0.00000000,80.00000000,-32.75000000,152.50000000
S166006,8/27/06,34.57S,151.05E,YELLOWFIN TUNA,110.00000000,25.00000000,-34.91666667,151.08333333
B173283,1/29/23,36.26S,150.18E,STRIPED MARLIN,220.00000000,80.00000000,-36.41666667,150.33333333
A177791,1/23/05,36.26S,150.04E,YELLOWFIN TUNA,70.00000000,7.00000000,-36.41666667,150.08333333
D003050,11/5/05,36.57S,150.21E,ALBACORE,85.00000000,8.00000000,-36.91666667,150.33333333
S213361,2/24/08,32.42S,152.38E,HAMMERHEAD SHARK,150.00000000,60.00000000,-32.66666667,152.66666667
S164922,2/28/01,32.49S,152.41E,DOLPHINFISH,40.00000000,1.00000000,-32.83333333,152.66666667
A520734,4/10/09,33.36S,151.35E,DOLPHINFISH,62.00000000,2.00000000,-33.58333333,151.58333333
A453890,10/28/07,36.26S,150.18E,ALBACORE,60.00000000,5.00000000,-36.41666667,150.33333333
A497523,1/5/09,36.55S,150.25E,ALBACORE,0.00000000,6.00000000,-36.91666667,150.41666667
A471551,4/26/08,37.05S,150.05E,YELLOWFIN TUNA,80.00000000,10.00000000,-37.08333333,150.08333333
A512508,3/7/09,30.15S,153.21E,DOLPHINFISH,40.00000000,1.00000000,-30.25000000,153.33333333
A534610,1/15/13,31.18S,153.05E,DOLPHINFISH,70.00000000,0.85000000,-31.33333333,153.08333333
A457727,7/11/20,33.12S,152.14E,YELLOWFIN TUNA,105.00000000,0.00000000,-33.16666667,152.25000000
B178233,2/14/22,32.33S,152.23E,BLACK MARLIN,0.00000000,40.00000000,-32.58333333,152.41666667
S177814,4/28/02,33.35S,151.50E,MAKO SHARK,160.00000000,80.00000000,-33.58333333,151.83333333
S158775,8/6/05,34.02S,151.39E,MAKO SHARK,200.00000000,60.00000000,-34.00000000,151.66666667
B008353,3/12/06,36.17S,150.20E,STRIPED MARLIN,0.00000000,80.00000000,-36.25000000,150.33333333
S152096,6/20/06,36.20S,150.28E,YELLOWFIN TUNA,965.00000000,20.00000000,-36.33333333,150.50000000
S180369,2/2/02,35.32S,150.44E,YELLOWFIN TUNA,0.00000000,12.00000000,-35.50000000,150.75000000
A391367,11/26/04,35.21S,150.42E,YELLOWFIN TUNA,80.00000000,4.00000000,-35.33333333,150.66666667
S154435,4/25/03,36.29S,150.15E,STRIPED MARLIN,240.00000000,85.00000000,-36.50000000,150.25000000
S179337,3/25/01,36.29S,150.15E,STRIPED MARLIN,0.00000000,100.00000000,-36.50000000,150.25000000
S220942,4/19/09,37.00S,150.03E,MAKO SHARK,110.00000000,14.00000000,-37.00000000,150.08333333
S197415,9/22/03,30.18S,153.24E,MAKO SHARK,120.00000000,15.00000000,-30.33333333,153.41666667
A336874,3/4/01,32.42S,152.27E,DOLPHINFISH,0.00000000,1.00000000,-32.66666667,152.41666667
B118122,2/3/17,35.35S,150.42E,STRIPED MARLIN,270.00000000,130.00000000,-35.58333333,150.66666667
B070246,2/16/13,37.07S,150.19E,STRIPED MARLIN,225.00000000,75.00000000,-37.08333333,150.33333333
B130423,12/16/17,28.56S,153.47E,BLACK MARLIN,0.00000000,15.00000000,-28.91666667,153.75000000
B063080,3/7/10,32.56S,152.31E,STRIPED MARLIN,210.00000000,75.00000000,-32.91666667,152.50000000
B139682,3/13/18,33.08S,152.21E,BLACK MARLIN,0.00000000,50.00000000,-33.16666667,152.33333333
B073849,2/26/12,33.04S,152.24E,STRIPED MARLIN,0.00000000,85.00000000,-33.08333333,152.41666667
B102831,2/23/15,33.01S,152.26E,BLACK MARLIN,0.00000000,60.00000000,-33.00000000,152.41666667
B126042,2/8/17,32.40S,152.17E,BLACK MARLIN,145.00000000,30.00000000,-32.66666667,152.25000000
A420538,3/14/15,33.30S,151.38E,DOLPHINFISH,50.00000000,1.50000000,-33.50000000,151.66666667
D013463,3/27/10,33.50S,151.35E,DOLPHINFISH,35.00000000,3.00000000,-33.83333333,151.58333333
S180874,4/26/04,34.32S,150.53E,HAMMERHEAD SHARK,150.00000000,30.00000000,-34.50000000,150.91666667
S158538,1/13/02,35.43S,150.30E,MAKO SHARK,110.00000000,30.00000000,-35.75000000,150.50000000
B012172,3/6/07,35.11S,151.03E,STRIPED MARLIN,180.00000000,60.00000000,-35.16666667,151.08333333
D000119,3/26/04,34.57S,150.56E,DOLPHINFISH,37.00000000,0.50000000,-34.91666667,150.91666667
A254717,2/24/00,30.53S,153.03E,BLACK MARLIN,220.00000000,80.00000000,-30.91666667,153.08333333
A501179,10/5/08,35.54S,150.33E,ALBACORE,60.00000000,8.00000000,-35.91666667,150.58333333
A442285,11/9/08,35.11S,150.57E,ALBACORE,50.00000000,3.00000000,-35.16666667,150.91666667
A479030,4/13/08,34.54S,151.18E,DOLPHINFISH,0.00000000,3.00000000,-34.91666667,151.33333333
A517720,3/7/10,36.28S,150.21E,YELLOWFIN TUNA,60.00000000,4.00000000,-36.50000000,150.33333333
A525491,4/9/10,36.59S,150.12E,YELLOWFIN TUNA,60.00000000,5.00000000,-37.00000000,150.16666667
A520077,2/23/09,32.47S,152.28E,DOLPHINFISH,65.00000000,2.00000000,-32.75000000,152.50000000
S187605,7/30/11,34.02S,151.39E,MAKO SHARK,220.00000000,120.00000000,-34.00000000,151.66666667
S138954,1/26/03,34.15S,151.30E,TIGER SHARK,180.00000000,40.00000000,-34.25000000,151.50000000
A598151,2/11/17,34.33S,150.53E,HAMMERHEAD SHARK,120.00000000,15.00000000,-34.58333333,150.91666667
S175331,2/1/03,35.22S,150.50E,STRIPED MARLIN,200.00000000,60.00000000,-35.33333333,150.83333333
B166104,3/1/21,35.08S,151.02E,STRIPED MARLIN,0.00000000,65.00000000,-35.16666667,151.00000000
S154995,3/22/02,36.50S,150.18E,STRIPED MARLIN,260.00000000,120.00000000,-36.83333333,150.33333333
A389581,2/27/00,36.29S,150.15E,STRIPED MARLIN,290.00000000,80.00000000,-36.50000000,150.25000000
A405247,2/28/01,32.49S,152.41E,DOLPHINFISH,43.00000000,1.00000000,-32.83333333,152.66666667
A102354,2/26/05,32.49S,152.32E,DOLPHINFISH,0.00000000,2.00000000,-32.83333333,152.50000000
S179220,3/5/00,33.04S,152.28E,WHALER SHARK,91.00000000,20.00000000,-33.08333333,152.50000000
B112235,2/14/15,32.28S,152.35E,BLACK MARLIN,0.00000000,40.00000000,-32.50000000,152.58333333
B091817,1/19/20,30.52S,153.05E,BLACK MARLIN,0.00000000,60.00000000,-30.83333333,153.08333333
B116277,2/28/15,32.55S,152.34E,BLACK MARLIN,220.00000000,60.00000000,-32.91666667,152.58333333
B081111,2/18/18,33.04S,152.27E,BLUE MARLIN,220.00000000,90.00000000,-33.08333333,152.41666667
B128212,2/23/16,32.39S,152.25E,BLACK MARLIN,120.00000000,20.00000000,-32.66666667,152.41666667
S194865,1/11/04,33.49S,151.34E,STRIPED MARLIN,0.00000000,110.00000000,-33.83333333,151.58333333
S166448,6/15/00,33.39S,151.29E,WHALER SHARK,120.00000000,0.00000000,-33.66666667,151.50000000
A336769,5/29/05,34.04S,151.30E,YELLOWFIN TUNA,0.00000000,6.00000000,-34.08333333,151.50000000
B013810,1/21/06,35.54S,150.37E,BLUE MARLIN,0.00000000,80.00000000,-35.91666667,150.58333333
B178016,2/9/21,35.15S,151.00E,STRIPED MARLIN,240.00000000,100.00000000,-35.25000000,151.00000000
A376814,11/25/01,35.11S,151.03E,YELLOWFIN TUNA,0.00000000,6.00000000,-35.16666667,151.08333333
A86157,3/12/05,34.58S,150.58E,DOLPHINFISH,65.00000000,1.50000000,-35.00000000,151.00000000
S171702,2/22/00,36.29S,150.15E,STRIPED MARLIN,0.00000000,90.00000000,-36.50000000,150.25000000
S211997,2/18/05,30.53S,153.03E,BLACK MARLIN,0.00000000,30.00000000,-30.91666667,153.08333333
S177925,9/22/01,30.18S,153.30E,YELLOWFIN TUNA,0.00000000,8.00000000,-30.33333333,153.50000000
A464636,5/17/08,34.32S,151.18E,YELLOWFIN TUNA,92.00000000,13.00000000,-34.50000000,151.33333333
A498732,11/8/08,35.12S,151.03E,ALBACORE,0.00000000,4.00000000,-35.16666667,151.08333333
S239490,1/26/12,34.57S,150.56E,WHALER SHARK,156.00000000,75.00000000,-34.91666667,150.91666667
A474793,5/19/07,36.29S,150.15E,YELLOWFIN TUNA,125.00000000,30.00000000,-36.50000000,150.25000000
A471652,4/1/07,37.05S,150.17E,YELLOWFIN TUNA,100.00000000,0.00000000,-37.08333333,150.25000000
A468028,4/10/06,30.14S,153.21E,YELLOWFIN TUNA,0.00000000,3.50000000,-30.25000000,153.33333333
A505055,1/12/14,31.24S,153.04E,DOLPHINFISH,60.00000000,3.00000000,-31.41666667,153.08333333
A497310,1/1/17,32.40S,152.51E,DOLPHINFISH,135.00000000,12.00000000,-32.66666667,152.83333333
A424913,4/12/09,33.05S,152.25E,DOLPHINFISH,0.00000000,0.00000000,-33.08333333,152.41666667
S172861,5/15/01,32.42S,152.27E,WHALER SHARK,0.00000000,250.00000000,-32.66666667,152.41666667
B195075,2/25/23,32.24S,152.34E,BLACK MARLIN,0.00000000,30.00000000,-32.41666667,152.58333333
S162225,1/15/00,35.02S,150.51E,STRIPED MARLIN,200.00000000,60.00000000,-35.00000000,150.83333333
A617227,6/29/17,36.29S,150.32E,SOUTHERN BLUEFIN TUNA,0.00000000,0.00000000,-36.50000000,150.50000000
S167917,3/8/03,31.19S,153.23E,BLACK MARLIN,170.00000000,40.00000000,-31.33333333,153.41666667
S215224,12/8/07,32.30S,152.55E,WAHOO,0.00000000,10.00000000,-32.50000000,152.91666667
S205158,1/21/06,32.50S,152.46E,STRIPED MARLIN,250.00000000,100.00000000,-32.83333333,152.75000000
B010110,2/17/08,32.55S,152.34E,STRIPED MARLIN,160.00000000,70.00000000,-32.91666667,152.58333333
S176429,2/26/05,32.54S,152.34E,BLACK MARLIN,180.00000000,40.00000000,-32.91666667,152.58333333
S203390,12/18/04,33.04S,152.28E,STRIPED MARLIN,0.00000000,75.00000000,-33.08333333,152.50000000
B036239,3/7/08,33.03S,152.25E,STRIPED MARLIN,240.00000000,90.00000000,-33.08333333,152.41666667
B109261,12/20/14,33.46S,151.39E,BLACK MARLIN,200.00000000,70.00000000,-33.75000000,151.66666667
B109414,1/17/15,35.46S,150.38E,STRIPED MARLIN,220.00000000,70.00000000,-35.75000000,150.66666667
B095884,2/13/13,36.07S,150.24E,BLUE MARLIN,0.00000000,50.00000000,-36.08333333,150.41666667
B110161,2/26/15,36.07S,150.23E,STRIPED MARLIN,0.00000000,90.00000000,-36.08333333,150.41666667
B118554,1/28/17,36.20S,150.19E,BLACK MARLIN,0.00000000,90.00000000,-36.33333333,150.33333333
B054435,2/3/17,35.16S,150.54E,BLACK MARLIN,0.00000000,80.00000000,-35.25000000,150.91666667
B110493,4/12/19,35.09S,150.59E,BLACK MARLIN,240.00000000,130.00000000,-35.16666667,151.00000000
B083022,1/16/13,35.06S,151.01E,STRIPED MARLIN,240.00000000,95.00000000,-35.08333333,151.00000000
B103111,2/28/15,32.58S,152.30E,BLACK MARLIN,200.00000000,80.00000000,-33.00000000,152.50000000
B094688,3/25/16,33.05S,152.21E,BLUE MARLIN,275.00000000,160.00000000,-33.08333333,152.33333333
B008101,3/3/05,32.33S,152.26E,BLACK MARLIN,0.00000000,15.00000000,-32.58333333,152.41666667
B040437,1/16/09,35.54S,150.23E,BLUE MARLIN,260.00000000,160.00000000,-35.91666667,150.41666667
B015449,1/22/11,36.19S,150.17E,STRIPED MARLIN,300.00000000,100.00000000,-36.33333333,150.25000000
A322943,6/26/11,36.43S,150.35E,SOUTHERN BLUEFIN TUNA,0.00000000,22.00000000,-36.75000000,150.58333333
